Request id,Pickup point,Driver id,Driver assigned or not ?,Status,Request Timestamp,Request Date,Request Time,Req. time in hr ,Time Slot ,Request weekday,Drop Timestamp,Drop Date,Drop Time,Trip completed ?,Trip duration ,Time Duration In Mins.
711,City,218,Yes,Cancelled,11-07-2016 14:22,11-07-2016,14:22,14.00,Afternoon,Monday,NA,NA,,No,,
712,Airport,266,Yes,Trip Completed,11-07-2016 14:31,11-07-2016,14:31,14.00,Afternoon,Monday,11-07-2016 15:01,11-07-2016,15:01,yes,00:30,30.00
713,City,NA,No,No Cars Available,11-07-2016 14:41,11-07-2016,14:41,14.00,Afternoon,Monday,NA,NA,,No,,
714,City,172,Yes,Trip Completed,11-07-2016 14:28,11-07-2016,14:28,14.00,Afternoon,Monday,11-07-2016 15:34,11-07-2016,15:34,yes,01:06,66.00
715,City,244,Yes,Trip Completed,11-07-2016 14:40,11-07-2016,14:40,14.00,Afternoon,Monday,11-07-2016 15:53,11-07-2016,15:53,yes,01:13,73.00
716,City,NA,No,No Cars Available,11-07-2016 14:52,11-07-2016,14:52,14.00,Afternoon,Monday,NA,NA,,No,,
717,City,187,Yes,Trip Completed,11-07-2016 14:52,11-07-2016,14:52,14.00,Afternoon,Monday,11-07-2016 15:46,11-07-2016,15:46,yes,00:54,54.00
718,City,194,Yes,Cancelled,11-07-2016 14:51,11-07-2016,14:51,14.00,Afternoon,Monday,NA,NA,,No,,
719,Airport,274,Yes,Trip Completed,11-07-2016 14:52,11-07-2016,14:52,14.00,Afternoon,Monday,11-07-2016 15:32,11-07-2016,15:32,yes,00:40,40.00
720,Airport,247,Yes,Trip Completed,11-07-2016 14:51,11-07-2016,14:51,14.00,Afternoon,Monday,11-07-2016 15:35,11-07-2016,15:35,yes,00:44,44.00
721,City,264,Yes,Trip Completed,11-07-2016 14:56,11-07-2016,14:56,14.00,Afternoon,Monday,11-07-2016 15:46,11-07-2016,15:46,yes,00:50,50.00
722,Airport,NA,No,No Cars Available,11-07-2016 14:57,11-07-2016,14:57,14.00,Afternoon,Monday,NA,NA,,No,,
723,City,273,Yes,Trip Completed,11-07-2016 15:03,11-07-2016,15:03,15.00,Afternoon,Monday,11-07-2016 15:54,11-07-2016,15:54,yes,00:51,51.00
724,Airport,277,Yes,Trip Completed,11-07-2016 15:06,11-07-2016,15:06,15.00,Afternoon,Monday,11-07-2016 15:42,11-07-2016,15:42,yes,00:36,36.00
725,Airport,253,Yes,Cancelled,11-07-2016 15:02,11-07-2016,15:02,15.00,Afternoon,Monday,NA,NA,,No,,
726,Airport,121,Yes,Trip Completed,11-07-2016 15:00,11-07-2016,15:00,15.00,Afternoon,Monday,11-07-2016 16:03,11-07-2016,16:03,yes,01:03,63.00
727,Airport,249,Yes,Trip Completed,11-07-2016 15:07,11-07-2016,15:07,15.00,Afternoon,Monday,11-07-2016 16:25,11-07-2016,16:25,yes,01:18,78.00
728,City,39,Yes,Trip Completed,11-07-2016 15:05,11-07-2016,15:05,15.00,Afternoon,Monday,11-07-2016 16:09,11-07-2016,16:09,yes,01:04,64.00
729,Airport,132,Yes,Trip Completed,11-07-2016 15:14,11-07-2016,15:14,15.00,Afternoon,Monday,11-07-2016 15:50,11-07-2016,15:50,yes,00:36,36.00
730,Airport,NA,No,No Cars Available,11-07-2016 15:14,11-07-2016,15:14,15.00,Afternoon,Monday,NA,NA,,No,,
731,City,NA,No,No Cars Available,11-07-2016 15:11,11-07-2016,15:11,15.00,Afternoon,Monday,NA,NA,,No,,
732,Airport,79,Yes,Trip Completed,11-07-2016 15:18,11-07-2016,15:18,15.00,Afternoon,Monday,11-07-2016 15:57,11-07-2016,15:57,yes,00:39,39.00
733,City,69,Yes,Trip Completed,11-07-2016 15:25,11-07-2016,15:25,15.00,Afternoon,Monday,11-07-2016 16:30,11-07-2016,16:30,yes,01:05,65.00
734,City,NA,No,No Cars Available,11-07-2016 15:22,11-07-2016,15:22,15.00,Afternoon,Monday,NA,NA,,No,,
735,City,33,Yes,Trip Completed,11-07-2016 15:27,11-07-2016,15:27,15.00,Afternoon,Monday,11-07-2016 16:32,11-07-2016,16:32,yes,01:05,65.00
736,City,163,Yes,Cancelled,11-07-2016 15:27,11-07-2016,15:27,15.00,Afternoon,Monday,NA,NA,,No,,
737,Airport,281,Yes,Trip Completed,11-07-2016 15:30,11-07-2016,15:30,15.00,Afternoon,Monday,11-07-2016 16:04,11-07-2016,16:04,yes,00:34,34.00
738,City,34,Yes,Trip Completed,11-07-2016 15:30,11-07-2016,15:30,15.00,Afternoon,Monday,11-07-2016 16:44,11-07-2016,16:44,yes,01:14,74.00
739,Airport,246,Yes,Trip Completed,11-07-2016 15:36,11-07-2016,15:36,15.00,Afternoon,Monday,11-07-2016 16:20,11-07-2016,16:20,yes,00:44,44.00
740,Airport,201,Yes,Trip Completed,11-07-2016 15:35,11-07-2016,15:35,15.00,Afternoon,Monday,11-07-2016 16:15,11-07-2016,16:15,yes,00:40,40.00
741,Airport,165,Yes,Trip Completed,11-07-2016 15:39,11-07-2016,15:39,15.00,Afternoon,Monday,11-07-2016 16:27,11-07-2016,16:27,yes,00:48,48.00
742,City,178,Yes,Trip Completed,11-07-2016 15:38,11-07-2016,15:38,15.00,Afternoon,Monday,11-07-2016 16:25,11-07-2016,16:25,yes,00:47,47.00
743,City,263,Yes,Cancelled,11-07-2016 15:37,11-07-2016,15:37,15.00,Afternoon,Monday,NA,NA,,No,,
744,City,65,Yes,Trip Completed,11-07-2016 15:41,11-07-2016,15:41,15.00,Afternoon,Monday,11-07-2016 16:30,11-07-2016,16:30,yes,00:49,49.00
745,Airport,31,Yes,Trip Completed,11-07-2016 15:48,11-07-2016,15:48,15.00,Afternoon,Monday,11-07-2016 16:45,11-07-2016,16:45,yes,00:57,57.00
746,Airport,88,Yes,Trip Completed,11-07-2016 15:47,11-07-2016,15:47,15.00,Afternoon,Monday,11-07-2016 16:34,11-07-2016,16:34,yes,00:47,47.00
747,City,23,Yes,Trip Completed,11-07-2016 15:53,11-07-2016,15:53,15.00,Afternoon,Monday,11-07-2016 16:43,11-07-2016,16:43,yes,00:50,50.00
748,City,4,Yes,Cancelled,11-07-2016 15:49,11-07-2016,15:49,15.00,Afternoon,Monday,NA,NA,,No,,
749,Airport,200,Yes,Cancelled,11-07-2016 15:48,11-07-2016,15:48,15.00,Afternoon,Monday,NA,NA,,No,,
750,City,115,Yes,Trip Completed,11-07-2016 15:52,11-07-2016,15:52,15.00,Afternoon,Monday,11-07-2016 16:27,11-07-2016,16:27,yes,00:35,35.00
751,Airport,263,Yes,Trip Completed,11-07-2016 16:00,11-07-2016,16:00,16.00,Afternoon,Monday,11-07-2016 16:33,11-07-2016,16:33,yes,00:33,33.00
752,Airport,173,Yes,Trip Completed,11-07-2016 16:03,11-07-2016,16:03,16.00,Afternoon,Monday,11-07-2016 17:08,11-07-2016,17:08,yes,01:05,65.00
753,Airport,212,Yes,Trip Completed,11-07-2016 15:58,11-07-2016,15:58,15.00,Afternoon,Monday,11-07-2016 17:05,11-07-2016,17:05,yes,01:07,67.00
754,City,74,Yes,Trip Completed,11-07-2016 16:06,11-07-2016,16:06,16.00,Afternoon,Monday,11-07-2016 16:53,11-07-2016,16:53,yes,00:47,47.00
755,Airport,NA,No,No Cars Available,11-07-2016 16:03,11-07-2016,16:03,16.00,Afternoon,Monday,NA,NA,,No,,
756,Airport,234,Yes,Trip Completed,11-07-2016 16:04,11-07-2016,16:04,16.00,Afternoon,Monday,11-07-2016 16:38,11-07-2016,16:38,yes,00:34,34.00
757,Airport,275,Yes,Trip Completed,11-07-2016 16:01,11-07-2016,16:01,16.00,Afternoon,Monday,11-07-2016 16:52,11-07-2016,16:52,yes,00:51,51.00
758,City,299,Yes,Cancelled,11-07-2016 16:06,11-07-2016,16:06,16.00,Afternoon,Monday,NA,NA,,No,,
759,City,169,Yes,Trip Completed,11-07-2016 16:16,11-07-2016,16:16,16.00,Afternoon,Monday,11-07-2016 16:47,11-07-2016,16:47,yes,00:31,31.00
760,City,194,Yes,Trip Completed,11-07-2016 16:16,11-07-2016,16:16,16.00,Afternoon,Monday,11-07-2016 16:54,11-07-2016,16:54,yes,00:38,38.00
761,Airport,286,Yes,Trip Completed,11-07-2016 16:11,11-07-2016,16:11,16.00,Afternoon,Monday,11-07-2016 17:12,11-07-2016,17:12,yes,01:01,61.00
762,City,NA,No,No Cars Available,11-07-2016 16:12,11-07-2016,16:12,16.00,Afternoon,Monday,NA,NA,,No,,
763,City,27,Yes,Trip Completed,11-07-2016 16:19,11-07-2016,16:19,16.00,Afternoon,Monday,11-07-2016 17:25,11-07-2016,17:25,yes,01:06,66.00
764,City,NA,No,No Cars Available,11-07-2016 16:21,11-07-2016,16:21,16.00,Afternoon,Monday,NA,NA,,No,,
765,Airport,NA,No,No Cars Available,11-07-2016 16:16,11-07-2016,16:16,16.00,Afternoon,Monday,NA,NA,,No,,
766,City,44,Yes,Trip Completed,11-07-2016 16:23,11-07-2016,16:23,16.00,Afternoon,Monday,11-07-2016 17:27,11-07-2016,17:27,yes,01:04,64.00
767,City,NA,No,No Cars Available,11-07-2016 16:24,11-07-2016,16:24,16.00,Afternoon,Monday,NA,NA,,No,,
768,Airport,NA,No,No Cars Available,11-07-2016 16:26,11-07-2016,16:26,16.00,Afternoon,Monday,NA,NA,,No,,
769,Airport,80,Yes,Trip Completed,11-07-2016 16:21,11-07-2016,16:21,16.00,Afternoon,Monday,11-07-2016 17:25,11-07-2016,17:25,yes,01:04,64.00
770,Airport,NA,No,No Cars Available,11-07-2016 16:27,11-07-2016,16:27,16.00,Afternoon,Monday,NA,NA,,No,,
771,Airport,35,Yes,Trip Completed,11-07-2016 16:19,11-07-2016,16:19,16.00,Afternoon,Monday,11-07-2016 17:34,11-07-2016,17:34,yes,01:15,75.00
772,City,204,Yes,Trip Completed,11-07-2016 16:25,11-07-2016,16:25,16.00,Afternoon,Monday,11-07-2016 17:36,11-07-2016,17:36,yes,01:11,71.00
773,City,25,Yes,Trip Completed,11-07-2016 16:23,11-07-2016,16:23,16.00,Afternoon,Monday,11-07-2016 17:21,11-07-2016,17:21,yes,00:58,58.00
774,Airport,148,Yes,Cancelled,11-07-2016 16:28,11-07-2016,16:28,16.00,Afternoon,Monday,NA,NA,,No,,
775,City,125,Yes,Trip Completed,11-07-2016 16:29,11-07-2016,16:29,16.00,Afternoon,Monday,11-07-2016 17:35,11-07-2016,17:35,yes,01:06,66.00
776,City,NA,No,No Cars Available,11-07-2016 16:34,11-07-2016,16:34,16.00,Afternoon,Monday,NA,NA,,No,,
777,Airport,51,Yes,Trip Completed,11-07-2016 16:41,11-07-2016,16:41,16.00,Afternoon,Monday,11-07-2016 17:32,11-07-2016,17:32,yes,00:51,51.00
778,City,175,Yes,Trip Completed,11-07-2016 16:39,11-07-2016,16:39,16.00,Afternoon,Monday,11-07-2016 17:18,11-07-2016,17:18,yes,00:39,39.00
779,Airport,200,Yes,Trip Completed,11-07-2016 16:40,11-07-2016,16:40,16.00,Afternoon,Monday,11-07-2016 17:14,11-07-2016,17:14,yes,00:34,34.00
780,Airport,255,Yes,Cancelled,11-07-2016 16:42,11-07-2016,16:42,16.00,Afternoon,Monday,NA,NA,,No,,
781,City,66,Yes,Trip Completed,11-07-2016 16:40,11-07-2016,16:40,16.00,Afternoon,Monday,11-07-2016 17:41,11-07-2016,17:41,yes,01:01,61.00
782,Airport,67,Yes,Trip Completed,11-07-2016 16:46,11-07-2016,16:46,16.00,Afternoon,Monday,11-07-2016 17:27,11-07-2016,17:27,yes,00:41,41.00
783,City,NA,No,No Cars Available,11-07-2016 16:48,11-07-2016,16:48,16.00,Afternoon,Monday,NA,NA,,No,,
784,City,157,Yes,Trip Completed,11-07-2016 16:50,11-07-2016,16:50,16.00,Afternoon,Monday,11-07-2016 17:23,11-07-2016,17:23,yes,00:33,33.00
785,City,153,Yes,Trip Completed,11-07-2016 16:49,11-07-2016,16:49,16.00,Afternoon,Monday,11-07-2016 17:24,11-07-2016,17:24,yes,00:35,35.00
786,Airport,NA,No,No Cars Available,11-07-2016 16:50,11-07-2016,16:50,16.00,Afternoon,Monday,NA,NA,,No,,
787,Airport,NA,No,No Cars Available,11-07-2016 16:50,11-07-2016,16:50,16.00,Afternoon,Monday,NA,NA,,No,,
788,City,180,Yes,Trip Completed,11-07-2016 16:53,11-07-2016,16:53,16.00,Afternoon,Monday,11-07-2016 17:54,11-07-2016,17:54,yes,01:01,61.00
789,City,183,Yes,Trip Completed,11-07-2016 16:54,11-07-2016,16:54,16.00,Afternoon,Monday,11-07-2016 17:36,11-07-2016,17:36,yes,00:42,42.00
790,Airport,186,Yes,Cancelled,11-07-2016 16:56,11-07-2016,16:56,16.00,Afternoon,Monday,NA,NA,,No,,
791,Airport,284,Yes,Trip Completed,11-07-2016 16:55,11-07-2016,16:55,16.00,Afternoon,Monday,11-07-2016 17:35,11-07-2016,17:35,yes,00:40,40.00
792,Airport,172,Yes,Trip Completed,11-07-2016 17:01,11-07-2016,17:01,17.00,Evening,Monday,11-07-2016 17:44,11-07-2016,17:44,yes,00:43,43.00
793,City,26,Yes,Trip Completed,11-07-2016 17:04,11-07-2016,17:04,17.00,Evening,Monday,11-07-2016 18:06,11-07-2016,18:06,yes,01:02,62.00
794,City,261,Yes,Trip Completed,11-07-2016 17:04,11-07-2016,17:04,17.00,Evening,Monday,11-07-2016 17:52,11-07-2016,17:52,yes,00:48,48.00
795,Airport,NA,No,No Cars Available,11-07-2016 17:09,11-07-2016,17:09,17.00,Evening,Monday,NA,NA,,No,,
796,Airport,NA,No,No Cars Available,11-07-2016 17:11,11-07-2016,17:11,17.00,Evening,Monday,NA,NA,,No,,
797,City,151,Yes,Trip Completed,11-07-2016 17:16,11-07-2016,17:16,17.00,Evening,Monday,11-07-2016 18:12,11-07-2016,18:12,yes,00:56,56.00
798,Airport,NA,No,No Cars Available,11-07-2016 17:17,11-07-2016,17:17,17.00,Evening,Monday,NA,NA,,No,,
799,Airport,73,Yes,Trip Completed,11-07-2016 17:07,11-07-2016,17:07,17.00,Evening,Monday,11-07-2016 17:53,11-07-2016,17:53,yes,00:46,46.00
800,Airport,192,Yes,Trip Completed,11-07-2016 17:13,11-07-2016,17:13,17.00,Evening,Monday,11-07-2016 17:56,11-07-2016,17:56,yes,00:43,43.00
801,Airport,71,Yes,Trip Completed,11-07-2016 17:11,11-07-2016,17:11,17.00,Evening,Monday,11-07-2016 18:24,11-07-2016,18:24,yes,01:13,73.00
802,Airport,NA,No,No Cars Available,11-07-2016 17:15,11-07-2016,17:15,17.00,Evening,Monday,NA,NA,,No,,
803,Airport,NA,No,No Cars Available,11-07-2016 17:14,11-07-2016,17:14,17.00,Evening,Monday,NA,NA,,No,,
804,Airport,NA,No,No Cars Available,11-07-2016 17:18,11-07-2016,17:18,17.00,Evening,Monday,NA,NA,,No,,
805,Airport,280,Yes,Trip Completed,11-07-2016 17:19,11-07-2016,17:19,17.00,Evening,Monday,11-07-2016 18:18,11-07-2016,18:18,yes,00:59,59.00
806,Airport,NA,No,No Cars Available,11-07-2016 17:15,11-07-2016,17:15,17.00,Evening,Monday,NA,NA,,No,,
807,Airport,NA,No,No Cars Available,11-07-2016 17:20,11-07-2016,17:20,17.00,Evening,Monday,NA,NA,,No,,
808,Airport,NA,No,No Cars Available,11-07-2016 17:19,11-07-2016,17:19,17.00,Evening,Monday,NA,NA,,No,,
809,Airport,NA,No,No Cars Available,11-07-2016 17:24,11-07-2016,17:24,17.00,Evening,Monday,NA,NA,,No,,
810,Airport,NA,No,No Cars Available,11-07-2016 17:20,11-07-2016,17:20,17.00,Evening,Monday,NA,NA,,No,,
811,Airport,NA,No,No Cars Available,11-07-2016 17:23,11-07-2016,17:23,17.00,Evening,Monday,NA,NA,,No,,
812,Airport,NA,No,No Cars Available,11-07-2016 17:28,11-07-2016,17:28,17.00,Evening,Monday,NA,NA,,No,,
813,Airport,NA,No,No Cars Available,11-07-2016 17:23,11-07-2016,17:23,17.00,Evening,Monday,NA,NA,,No,,
814,Airport,NA,No,No Cars Available,11-07-2016 17:21,11-07-2016,17:21,17.00,Evening,Monday,NA,NA,,No,,
815,Airport,NA,No,No Cars Available,11-07-2016 17:25,11-07-2016,17:25,17.00,Evening,Monday,NA,NA,,No,,
816,Airport,NA,No,No Cars Available,11-07-2016 17:24,11-07-2016,17:24,17.00,Evening,Monday,NA,NA,,No,,
817,City,75,Yes,Trip Completed,11-07-2016 17:32,11-07-2016,17:32,17.00,Evening,Monday,11-07-2016 18:23,11-07-2016,18:23,yes,00:51,51.00
818,Airport,NA,No,No Cars Available,11-07-2016 17:31,11-07-2016,17:31,17.00,Evening,Monday,NA,NA,,No,,
819,Airport,202,Yes,Trip Completed,11-07-2016 17:29,11-07-2016,17:29,17.00,Evening,Monday,11-07-2016 18:12,11-07-2016,18:12,yes,00:43,43.00
820,Airport,NA,No,No Cars Available,11-07-2016 17:21,11-07-2016,17:21,17.00,Evening,Monday,NA,NA,,No,,
821,City,171,Yes,Trip Completed,11-07-2016 17:34,11-07-2016,17:34,17.00,Evening,Monday,11-07-2016 17:57,11-07-2016,17:57,yes,00:23,23.00
822,Airport,NA,No,No Cars Available,11-07-2016 17:33,11-07-2016,17:33,17.00,Evening,Monday,NA,NA,,No,,
823,Airport,NA,No,No Cars Available,11-07-2016 17:28,11-07-2016,17:28,17.00,Evening,Monday,NA,NA,,No,,
824,Airport,NA,No,No Cars Available,11-07-2016 17:34,11-07-2016,17:34,17.00,Evening,Monday,NA,NA,,No,,
825,Airport,NA,No,No Cars Available,11-07-2016 17:36,11-07-2016,17:36,17.00,Evening,Monday,NA,NA,,No,,
826,City,206,Yes,Trip Completed,11-07-2016 17:32,11-07-2016,17:32,17.00,Evening,Monday,11-07-2016 18:39,11-07-2016,18:39,yes,01:07,67.00
827,Airport,NA,No,No Cars Available,11-07-2016 17:35,11-07-2016,17:35,17.00,Evening,Monday,NA,NA,,No,,
828,Airport,178,Yes,Trip Completed,11-07-2016 17:35,11-07-2016,17:35,17.00,Evening,Monday,11-07-2016 18:07,11-07-2016,18:07,yes,00:32,32.00
829,Airport,NA,No,No Cars Available,11-07-2016 17:35,11-07-2016,17:35,17.00,Evening,Monday,NA,NA,,No,,
830,Airport,NA,No,No Cars Available,11-07-2016 17:34,11-07-2016,17:34,17.00,Evening,Monday,NA,NA,,No,,
831,Airport,107,Yes,Trip Completed,11-07-2016 17:30,11-07-2016,17:30,17.00,Evening,Monday,11-07-2016 18:19,11-07-2016,18:19,yes,00:49,49.00
832,Airport,121,Yes,Trip Completed,11-07-2016 17:38,11-07-2016,17:38,17.00,Evening,Monday,11-07-2016 18:16,11-07-2016,18:16,yes,00:38,38.00
833,Airport,193,Yes,Cancelled,11-07-2016 17:37,11-07-2016,17:37,17.00,Evening,Monday,NA,NA,,No,,
834,City,246,Yes,Trip Completed,11-07-2016 17:40,11-07-2016,17:40,17.00,Evening,Monday,11-07-2016 18:09,11-07-2016,18:09,yes,00:29,29.00
835,Airport,NA,No,No Cars Available,11-07-2016 17:42,11-07-2016,17:42,17.00,Evening,Monday,NA,NA,,No,,
836,Airport,NA,No,No Cars Available,11-07-2016 17:40,11-07-2016,17:40,17.00,Evening,Monday,NA,NA,,No,,
837,City,NA,No,No Cars Available,11-07-2016 17:41,11-07-2016,17:41,17.00,Evening,Monday,NA,NA,,No,,
838,City,150,Yes,Trip Completed,11-07-2016 17:43,11-07-2016,17:43,17.00,Evening,Monday,11-07-2016 18:41,11-07-2016,18:41,yes,00:58,58.00
839,Airport,NA,No,No Cars Available,11-07-2016 17:44,11-07-2016,17:44,17.00,Evening,Monday,NA,NA,,No,,
840,Airport,30,Yes,Cancelled,11-07-2016 17:41,11-07-2016,17:41,17.00,Evening,Monday,NA,NA,,No,,
841,Airport,NA,No,No Cars Available,11-07-2016 17:39,11-07-2016,17:39,17.00,Evening,Monday,NA,NA,,No,,
842,Airport,NA,No,No Cars Available,11-07-2016 17:40,11-07-2016,17:40,17.00,Evening,Monday,NA,NA,,No,,
843,Airport,59,Yes,Trip Completed,11-07-2016 17:38,11-07-2016,17:38,17.00,Evening,Monday,11-07-2016 18:31,11-07-2016,18:31,yes,00:53,53.00
844,City,197,Yes,Trip Completed,11-07-2016 17:38,11-07-2016,17:38,17.00,Evening,Monday,11-07-2016 18:48,11-07-2016,18:48,yes,01:10,70.00
845,City,287,Yes,Trip Completed,11-07-2016 17:41,11-07-2016,17:41,17.00,Evening,Monday,11-07-2016 18:57,11-07-2016,18:57,yes,01:16,76.00
846,Airport,9,Yes,Trip Completed,11-07-2016 17:46,11-07-2016,17:46,17.00,Evening,Monday,11-07-2016 18:52,11-07-2016,18:52,yes,01:06,66.00
847,Airport,76,Yes,Trip Completed,11-07-2016 17:49,11-07-2016,17:49,17.00,Evening,Monday,11-07-2016 18:48,11-07-2016,18:48,yes,00:59,59.00
848,Airport,126,Yes,Cancelled,11-07-2016 17:44,11-07-2016,17:44,17.00,Evening,Monday,NA,NA,,No,,
849,Airport,NA,No,No Cars Available,11-07-2016 17:45,11-07-2016,17:45,17.00,Evening,Monday,NA,NA,,No,,
850,Airport,NA,No,No Cars Available,11-07-2016 17:50,11-07-2016,17:50,17.00,Evening,Monday,NA,NA,,No,,
851,Airport,NA,No,No Cars Available,11-07-2016 17:48,11-07-2016,17:48,17.00,Evening,Monday,NA,NA,,No,,
852,Airport,104,Yes,Cancelled,11-07-2016 17:48,11-07-2016,17:48,17.00,Evening,Monday,NA,NA,,No,,
853,Airport,230,Yes,Trip Completed,11-07-2016 17:48,11-07-2016,17:48,17.00,Evening,Monday,11-07-2016 18:59,11-07-2016,18:59,yes,01:11,71.00
854,Airport,NA,No,No Cars Available,11-07-2016 17:48,11-07-2016,17:48,17.00,Evening,Monday,NA,NA,,No,,
855,City,216,Yes,Trip Completed,11-07-2016 17:50,11-07-2016,17:50,17.00,Evening,Monday,11-07-2016 18:27,11-07-2016,18:27,yes,00:37,37.00
856,City,79,Yes,Cancelled,11-07-2016 17:47,11-07-2016,17:47,17.00,Evening,Monday,NA,NA,,No,,
857,City,223,Yes,Trip Completed,11-07-2016 17:52,11-07-2016,17:52,17.00,Evening,Monday,11-07-2016 18:42,11-07-2016,18:42,yes,00:50,50.00
858,Airport,NA,No,No Cars Available,11-07-2016 17:56,11-07-2016,17:56,17.00,Evening,Monday,NA,NA,,No,,
859,City,213,Yes,Trip Completed,11-07-2016 17:49,11-07-2016,17:49,17.00,Evening,Monday,11-07-2016 18:45,11-07-2016,18:45,yes,00:56,56.00
860,City,271,Yes,Trip Completed,11-07-2016 17:56,11-07-2016,17:56,17.00,Evening,Monday,11-07-2016 18:39,11-07-2016,18:39,yes,00:43,43.00
861,Airport,NA,No,No Cars Available,11-07-2016 17:53,11-07-2016,17:53,17.00,Evening,Monday,NA,NA,,No,,
862,Airport,NA,No,No Cars Available,11-07-2016 17:51,11-07-2016,17:51,17.00,Evening,Monday,NA,NA,,No,,
863,City,177,Yes,Trip Completed,11-07-2016 17:55,11-07-2016,17:55,17.00,Evening,Monday,11-07-2016 18:43,11-07-2016,18:43,yes,00:48,48.00
864,Airport,NA,No,No Cars Available,11-07-2016 17:59,11-07-2016,17:59,17.00,Evening,Monday,NA,NA,,No,,
865,Airport,153,Yes,Cancelled,11-07-2016 17:58,11-07-2016,17:58,17.00,Evening,Monday,NA,NA,,No,,
866,Airport,NA,No,No Cars Available,11-07-2016 18:00,11-07-2016,18:00,18.00,Evening,Monday,NA,NA,,No,,
867,Airport,1,Yes,Trip Completed,11-07-2016 17:57,11-07-2016,17:57,17.00,Evening,Monday,11-07-2016 18:47,11-07-2016,18:47,yes,00:50,50.00
868,Airport,NA,No,No Cars Available,11-07-2016 17:58,11-07-2016,17:58,17.00,Evening,Monday,NA,NA,,No,,
869,Airport,NA,No,No Cars Available,11-07-2016 17:58,11-07-2016,17:58,17.00,Evening,Monday,NA,NA,,No,,
870,City,92,Yes,Trip Completed,11-07-2016 17:57,11-07-2016,17:57,17.00,Evening,Monday,11-07-2016 18:41,11-07-2016,18:41,yes,00:44,44.00
871,City,99,Yes,Trip Completed,11-07-2016 17:57,11-07-2016,17:57,17.00,Evening,Monday,11-07-2016 18:42,11-07-2016,18:42,yes,00:45,45.00
872,Airport,236,Yes,Trip Completed,11-07-2016 17:57,11-07-2016,17:57,17.00,Evening,Monday,11-07-2016 18:39,11-07-2016,18:39,yes,00:42,42.00
873,Airport,NA,No,No Cars Available,11-07-2016 17:57,11-07-2016,17:57,17.00,Evening,Monday,NA,NA,,No,,
874,Airport,NA,No,No Cars Available,11-07-2016 18:04,11-07-2016,18:04,18.00,Evening,Monday,NA,NA,,No,,
875,Airport,NA,No,No Cars Available,11-07-2016 17:57,11-07-2016,17:57,17.00,Evening,Monday,NA,NA,,No,,
876,Airport,207,Yes,Trip Completed,11-07-2016 17:58,11-07-2016,17:58,17.00,Evening,Monday,11-07-2016 18:33,11-07-2016,18:33,yes,00:35,35.00
877,Airport,NA,No,No Cars Available,11-07-2016 18:02,11-07-2016,18:02,18.00,Evening,Monday,NA,NA,,No,,
878,City,128,Yes,Trip Completed,11-07-2016 18:09,11-07-2016,18:09,18.00,Evening,Monday,11-07-2016 18:49,11-07-2016,18:49,yes,00:40,40.00
879,Airport,NA,No,No Cars Available,11-07-2016 18:02,11-07-2016,18:02,18.00,Evening,Monday,NA,NA,,No,,
880,Airport,NA,No,No Cars Available,11-07-2016 18:01,11-07-2016,18:01,18.00,Evening,Monday,NA,NA,,No,,
881,Airport,NA,No,No Cars Available,11-07-2016 18:05,11-07-2016,18:05,18.00,Evening,Monday,NA,NA,,No,,
882,Airport,NA,No,No Cars Available,11-07-2016 18:10,11-07-2016,18:10,18.00,Evening,Monday,NA,NA,,No,,
883,Airport,NA,No,No Cars Available,11-07-2016 18:07,11-07-2016,18:07,18.00,Evening,Monday,NA,NA,,No,,
884,Airport,241,Yes,Trip Completed,11-07-2016 18:03,11-07-2016,18:03,18.00,Evening,Monday,11-07-2016 18:37,11-07-2016,18:37,yes,00:34,34.00
885,Airport,NA,No,No Cars Available,11-07-2016 18:09,11-07-2016,18:09,18.00,Evening,Monday,NA,NA,,No,,
886,Airport,NA,No,No Cars Available,11-07-2016 18:05,11-07-2016,18:05,18.00,Evening,Monday,NA,NA,,No,,
887,Airport,160,Yes,Trip Completed,11-07-2016 18:10,11-07-2016,18:10,18.00,Evening,Monday,11-07-2016 18:47,11-07-2016,18:47,yes,00:37,37.00
888,Airport,NA,No,No Cars Available,11-07-2016 18:09,11-07-2016,18:09,18.00,Evening,Monday,NA,NA,,No,,
889,Airport,NA,No,No Cars Available,11-07-2016 18:11,11-07-2016,18:11,18.00,Evening,Monday,NA,NA,,No,,
890,Airport,NA,No,No Cars Available,11-07-2016 18:07,11-07-2016,18:07,18.00,Evening,Monday,NA,NA,,No,,
891,Airport,89,Yes,Trip Completed,11-07-2016 18:10,11-07-2016,18:10,18.00,Evening,Monday,11-07-2016 19:14,11-07-2016,19:14,yes,01:04,64.00
892,Airport,NA,No,No Cars Available,11-07-2016 18:12,11-07-2016,18:12,18.00,Evening,Monday,NA,NA,,No,,
893,Airport,NA,No,No Cars Available,11-07-2016 18:11,11-07-2016,18:11,18.00,Evening,Monday,NA,NA,,No,,
894,Airport,NA,No,No Cars Available,11-07-2016 18:07,11-07-2016,18:07,18.00,Evening,Monday,NA,NA,,No,,
895,Airport,NA,No,No Cars Available,11-07-2016 18:10,11-07-2016,18:10,18.00,Evening,Monday,NA,NA,,No,,
896,City,NA,No,No Cars Available,11-07-2016 18:11,11-07-2016,18:11,18.00,Evening,Monday,NA,NA,,No,,
